'one': [19238, 49] 
'interpretations': [34, 8] 
'247': [34, 7] 
'establishes': [34, 13] 
'african': [34, 11] 
'nazareth': [34, 4] 
'tabernacles': [34, 3] 
'hurting': [34, 14] 
'effective': [34, 15] 
'florentine': [34, 5] 
'snares': [34, 12] 
'countess': [34, 5] 
'dashed': [34, 12] 
'duke’s': [34, 5] 
'requite': [34, 13] 
'bethink': [34, 14] 
'poles': [34, 11] 
'eve': [34, 16] 
'holes': [34, 16] 
'lib': [34, 7] 
'deduced': [34, 11] 
'pence': [34, 7] 
'ariseth': [34, 3] 
'teacheth': [34, 3] 
'beareth': [34, 4] 
'gen': [34, 3] 
'putteth': [34, 2] 
'hilkiah': [34, 2] 
'abiathar': [34, 2] 
'shiloh': [34, 2] 
'stakes': [34, 12] 
'1613': [34, 5] 
'findeth': [34, 4] 
'1789': [34, 3] 
'equator': [34, 4] 
'decorum': [34, 7] 
'puzzled': [34, 10] 
'homely': [34, 12] 
'carriers': [34, 4] 
'cards': [34, 8] 
'mortgage': [34, 3] 
'seignorage': [34, 1] 
'pennsylvania': [34, 2] 
'comb': [34, 7] 
'keepers': [34, 8] 
'abruptly': [34, 10] 
'uncover': [34, 4] 
'jam': [34, 6] 
'madame': [34, 4] 
'mirrors': [34, 5] 
'ecstasy': [34, 13] 
'arctic': [34, 2] 
'margin': [34, 8] 
'tertiary': [34, 1] 
'freedmen’s': [34, 1] 
'jumped': [34, 6] 
'616': [34, 1] 
'617': [34, 2] 
'1013': [34, 1] 
'1014': [34, 1] 
'beersheba': [34, 1] 
'turneth': [34, 2] 
'hamath': [34, 1] 
'eli': [34, 1] 
'ismene': [34, 1] 
'givn': [34, 2] 
'coursers': [34, 3] 
'appeard': [34, 2] 
'fie': [34, 9] 
'’twere': [34, 9] 
'go”': [34, 5] 
'to’t': [34, 6] 
'sierra': [34, 1] 
'copecks': [34, 1] 
'gloom': [33, 12] 
'prerogatives': [33, 10] 
'affrighted': [33, 13] 
'alarming': [33, 12] 
'allegiance': [33, 16] 
'encountered': [33, 13] 
'sepulchres': [33, 9] 
'tumultuous': [33, 14] 
'severest': [33, 15] 
'orators': [33, 15] 
'arrest': [33, 15] 
'palpable': [33, 16] 
'moons': [33, 13] 
'hateth': [33, 3] 
'carolina': [33, 4] 
'bye': [33, 6] 
'legally': [33, 11] 
'empires': [33, 10] 
'profoundly': [33, 14] 
'partially': [33, 11] 
'consistency': [33, 16] 
'representations': [33, 13] 
'feather': [33, 16] 
'unerring': [33, 11] 
'assented': [33, 14] 
'upset': [33, 12] 
'wholesale': [33, 9] 
'confers': [33, 14] 
'drinks': [33, 18] 
'trials': [33, 20] 
'vacant': [33, 16] 
'grossly': [33, 16] 
'weaver': [33, 8] 
'fearless': [33, 12] 
'detest': [33, 15] 
'tutor': [33, 16] 
'coined': [33, 6] 
'relaxed': [33, 14] 
'adapt': [33, 11] 
'penetrated': [33, 14] 
'fierceness': [33, 10] 
'anxiously': [33, 13] 
'hellenes': [33, 7] 
'bloom': [33, 14] 
'stretching': [33, 18] 
'awaiting': [33, 13] 
'magnanimous': [33, 12] 
'summons': [33, 17] 
'quicker': [33, 16] 
'comprehensive': [33, 13] 
'aforesaid': [33, 13] 
'introduces': [33, 12] 
'occurrence': [33, 14] 
'insight': [33, 21] 
'vehemence': [33, 12] 
'sensuality': [33, 11] 
'infected': [33, 15] 
'polite': [33, 9] 
'musicians': [33, 13] 
'accomplishment': [33, 18] 
'differed': [33, 12] 
'expelled': [33, 14] 
'disturbances': [33, 12] 
'proportional': [33, 7] 
'negligent': [33, 14] 
'contemplative': [33, 11] 
'fuller': [33, 19] 
'procedure': [33, 12] 
'roses': [33, 12] 
'rates': [33, 7] 
'disdainful': [33, 9] 
'mindful': [33, 15] 
'acquiesce': [33, 17] 
'erred': [33, 10] 
'suicide': [33, 9] 
'issues': [33, 14] 
'perseverance': [33, 18] 
'veneration': [33, 12] 
'whirl': [33, 16] 
'puffed': [33, 10] 
'ray': [33, 11] 
'glide': [33, 11] 
'checks': [33, 14] 
'interior': [33, 13] 
'ensure': [33, 12] 
'redeemer': [33, 6] 
'tribulation': [33, 9] 
'forgiveness': [33, 11] 
'crowds': [33, 12] 
'flourished': [33, 14] 
'convicted': [33, 15] 
'apollos': [33, 8] 
'sloth': [33, 15] 
'contagion': [33, 13] 
'resorted': [33, 9] 
'eminently': [33, 8] 
'infused': [33, 12] 
'prescription': [33, 7] 
'astonish': [33, 12] 
'knit': [33, 14] 
'158': [33, 5] 
'rural': [33, 10] 
'161': [33, 5] 
'166': [33, 6] 
'169': [33, 5] 
'172': [33, 6] 
'184': [33, 7] 
'186': [33, 7] 
'tides': [33, 11] 
'temerity': [33, 6] 
'commending': [33, 4] 
'mutable': [33, 6] 
'endued': [33, 7] 
'traitors': [33, 13] 
'enclosed': [33, 14] 
'423': [33, 4] 
'424': [33, 4] 
'planned': [33, 16] 
'principality': [33, 5] 
'burgundy': [33, 7] 
'orsini': [33, 3] 
'san': [33, 7] 
'da': [33, 6] 
'disadvantageous': [33, 8] 
'assailed': [33, 11] 
'baths': [33, 9] 
'truce': [33, 12] 
'javelin': [33, 9] 
'things”': [33, 9] 
'acquisitions': [33, 9] 
'switzerland': [33, 10] 
'undaunted': [33, 8] 
'compliments': [33, 10] 
'summe': [33, 1] 
'parsimony': [33, 7] 
'accommodation': [33, 9] 
'sam': [33, 3] 
'corporations': [33, 7] 
'luke': [33, 4] 
'1212': [33, 2] 
'elias': [33, 2] 
'leaven': [33, 9] 
'817': [33, 2] 
'1016': [33, 2] 
'1017': [33, 2] 
'fairies': [33, 7] 
'shipping': [33, 6] 
'grinding': [33, 16] 
'sly': [33, 12] 
'bench': [33, 12] 
'hospitable': [33, 11] 
'watches': [33, 11] 
'adjoining': [33, 10] 
'giddy': [33, 14] 
'languish': [33, 13] 
'declension': [33, 4] 
'fearfully': [33, 13] 
'tailor': [33, 12] 
'finances': [33, 4] 
'queens': [33, 10] 
'mihi': [33, 2] 
'darted': [33, 7] 
'cauldron': [33, 8] 
'atlanta': [33, 1] 
'conce': [33, 1] 
'shirts': [33, 6] 
'wife’s': [33, 6] 
'916': [33, 1] 
'917': [33, 1] 
'1015': [33, 1] 
'1110': [33, 1] 
'asaph': [33, 1] 
'whateer': [33, 3] 
'stretchd': [33, 2] 
'pursud': [33, 1] 
'“because': [33, 5] 
'michel': [33, 2] 
'will”': [33, 3] 
'“non': [33, 1] 
'where’s': [33, 10] 
'luis': [33, 1] 
'hm': [33, 2] 
'osric': [33, 1] 
'bolt': [32, 17] 
'tombs': [32, 14] 
'divines': [32, 11] 
'gateway': [32, 6] 
'clause': [32, 6] 
'penetrating': [32, 15] 
'rolls': [32, 11] 
'hellas': [32, 6] 
'recognition': [32, 14] 
'mask': [32, 15] 
'sadly': [32, 15] 
'affirms': [32, 11] 
'mastery': [32, 14] 
'preferring': [32, 15] 
'enslave': [32, 9] 
'scolding': [32, 12] 
'compromise': [32, 12] 
'professing': [32, 14] 
'shoemaker': [32, 8] 
'doer': [32, 12] 
'acquaintances': [32, 12] 
'indulged': [32, 11] 
'mansion': [32, 18] 
'imitations': [32, 8] 
'practising': [32, 13] 
'pots': [32, 6] 
'meaner': [32, 13] 
'incompatible': [32, 12] 
'contests': [32, 17] 
'saviours': [32, 8] 
'personage': [32, 9] 
'dyed': [32, 10] 
'troubling': [32, 15] 
'tumbling': [32, 11] 
'proposals': [32, 12] 
'shafts': [32, 13] 
'weeds': [32, 17] 
'overpowered': [32, 11] 
'perishing': [32, 19] 
'surpasses': [32, 11] 
'announced': [32, 15] 
'closing': [32, 16] 
'transient': [32, 15] 
'sketch': [32, 16] 
'halt': [32, 14] 
'furnishes': [32, 15] 
'marching': [32, 16] 
'debtors': [32, 11] 
'pregnant': [32, 15] 
'blooming': [32, 5] 
'witnessed': [32, 13] 
'barbarian': [32, 15] 
'dug': [32, 18] 
'survived': [32, 15] 
'convictions': [32, 9] 
'prophetic': [32, 11] 
'jason': [32, 9] 
'acquires': [32, 14] 
'shrines': [32, 8] 
'accepting': [32, 17] 
'indecent': [32, 9] 
'onwards': [32, 9] 
'capacities': [32, 14] 
'lectures': [32, 9] 
'reproof': [32, 10] 
'dishes': [32, 13] 
'retiring': [32, 11] 
'commits': [32, 15] 
'reproduction': [32, 7] 
'performs': [32, 14] 
'laden': [32, 12] 
'currents': [32, 14] 
'intimately': [32, 13] 
'grieving': [32, 13] 
'summon': [32, 16] 
'joining': [32, 18] 
'maximus': [32, 6] 
'consistently': [32, 12] 
'artifice': [32, 15] 
'hurrying': [32, 10] 
'earthy': [32, 7] 
'penal': [32, 8] 
'exposing': [32, 12] 
'fleeting': [32, 15] 
'rescued': [32, 13] 
'charitable': [32, 11] 
'tortured': [32, 15] 
'regulus': [32, 4] 
'punic': [32, 5] 
'lists': [32, 14] 
'assail': [32, 11] 
'oftentimes': [32, 9] 
'conducting': [32, 12] 
'clamour': [32, 16] 
'slaying': [32, 10] 
'circulate': [32, 6] 
'memorable': [32, 11] 
'fuel': [32, 16] 
'intervention': [32, 12] 
'frontiers': [32, 10] 
'tracts': [32, 13] 
'liber': [32, 5] 
'rustic': [32, 11] 
'168': [32, 4] 
'natura': [32, 5] 
'181': [32, 7] 
'worms': [32, 15] 
'205': [32, 5] 
'249': [32, 6] 
'inviolable': [32, 12] 
'alternate': [32, 14] 
'academy': [32, 11] 
'deference': [32, 16] 
'archbishop': [32, 8] 
'in”': [32, 7] 
'climb': [32, 13] 
'tacitus': [32, 6] 
'overtook': [32, 10] 
'gregory': [32, 7] 
'havoc': [32, 14] 
'sue': [32, 9] 
'imprisoned': [32, 14] 
'rapine': [32, 13] 
'heated': [32, 14] 
'entertaining': [32, 14] 
'transparent': [32, 15] 
'compensated': [32, 8] 
'originall': [32, 2] 
'custome': [32, 1] 
'speciall': [32, 1] 
'solitudes': [32, 5] 
'imprinted': [32, 8] 
'deposed': [32, 9] 
'validity': [32, 12] 
'observers': [32, 12] 
'transports': [32, 12] 
'mayst': [32, 14] 
'ammonites': [32, 5] 
'1610': [32, 5] 
'1214': [32, 2] 
'excommunication': [32, 3] 
'stubble': [32, 6] 
'hooker': [32, 3] 
'unbounded': [32, 13] 
'autonomy': [32, 4] 
'progressive': [32, 11] 
'1820': [32, 4] 
'replaces': [32, 4] 
'oar': [32, 9] 
'structures': [32, 5] 
'restrictions': [32, 12] 
'carriages': [32, 9] 
'insipid': [32, 7] 
'depression': [32, 9] 
'rhyme': [32, 7] 
'amsterdam': [32, 4] 
'improbable': [32, 8] 
'bengal': [32, 3] 
'prepositions': [32, 1] 
'sparkling': [32, 9] 
'drawbacks': [32, 2] 
'zealand': [32, 3] 
'russian': [32, 10] 
'leaped': [32, 8] 
'fruition': [32, 4] 
'flights': [32, 13] 
'babes': [32, 9] 
'cord': [32, 11] 
'gärtner': [32, 1] 
'hind': [32, 10] 
'driver': [32, 6] 
'snowy': [32, 11] 
'paused': [32, 9] 
'gasping': [32, 7] 
'bathed': [32, 10] 
'pt': [32, 1] 
'jasper': [32, 4] 
'good”': [32, 5] 
'“from': [32, 5] 
'ajaxes': [32, 1] 
'euryclea': [32, 1] 
'scoundrel': [32, 4] 
'618': [32, 1] 
'815': [32, 1] 
'816': [32, 1] 
'sheba': [32, 1] 
'1018': [32, 1] 
'1111': [32, 1] 
'1112': [32, 1] 
'1211': [32, 1] 
'1213': [32, 1] 
'kohath': [32, 1] 
'shittim': [32, 1] 
'cherub': [32, 3] 
'caleb': [32, 1] 
'whoredoms': [32, 1] 
'gath': [32, 1] 
'speakest': [32, 7] 
'gedaliah': [32, 1] 
'restord': [32, 2] 
'exposd': [32, 2] 
'plungd': [32, 2] 
'glittring': [32, 2] 
'sonnet': [32, 3] 
'cide': [32, 1] 
'sonia’s': [32, 1] 
'meetings': [31, 17] 
'channels': [31, 19] 
'blasts': [31, 13] 
'joyous': [31, 14] 
'crack': [31, 12] 
'aroused': [31, 16] 
'hunter': [31, 13] 
'exemplary': [31, 10] 
'bribe': [31, 18] 
'sacrament': [31, 8] 
'sunday': [31, 11] 
'garrison': [31, 9] 
'thinkers': [31, 10] 
'un': [31, 10] 
'blameless': [31, 13] 
'platos': [31, 9] 
'expressive': [31, 15] 
'disinterested': [31, 14] 
'conversely': [31, 6] 
'theban': [31, 12] 
'opponent': [31, 11] 
'tyrannies': [31, 7] 
'fees': [31, 10] 
'benefited': [31, 12] 
'advocate': [31, 13] 
'subduing': [31, 14] 
'nod': [31, 14] 
'concealment': [31, 14] 
'persuading': [31, 17] 
'possessors': [31, 16] 
'helper': [31, 10] 
'criterion': [31, 15] 
'casual': [31, 13] 
'authorised': [31, 10] 
'pig': [31, 13] 
'poetical': [31, 8] 
'fated': [31, 10] 
'dishonoured': [31, 9] 
'conduce': [31, 12] 
'goings': [31, 3] 
'pyre': [31, 7] 
'wantonness': [31, 18] 
'purged': [31, 9] 
'learns': [31, 15] 
'serviceable': [31, 18] 
'contriving': [31, 15] 
'compete': [31, 12] 
'insatiable': [31, 19] 
'delusion': [31, 16] 
'bravery': [31, 13] 
'foster': [31, 19] 
'filial': [31, 15] 
'intends': [31, 17] 
'abate': [31, 17] 
'discernment': [31, 11] 
'steadfast': [31, 16] 
'indiscreet': [31, 5] 
'underground': [31, 5] 
'implanted': [31, 16] 
'fixes': [31, 14] 
'bosoms': [31, 16] 
'associates': [31, 12] 
'loth': [31, 12] 
'magnified': [31, 8] 
'shedding': [31, 18] 
'glancing': [31, 10] 
'demonstration': [31, 16] 
'wedded': [31, 11] 
'dusty': [31, 12] 
'especial': [31, 14] 
'sufficed': [31, 14] 
'nail': [31, 12] 
'exhortation': [31, 15] 
'prodigality': [31, 7] 
'praiseworthy': [31, 10] 
'sordid': [31, 10] 
'slighted': [31, 14] 
'instability': [31, 10] 
'classed': [31, 11] 
'steadiness': [31, 9] 
'fraudulent': [31, 8] 
'romes': [31, 4] 
'editions': [31, 10] 
'raged': [31, 13] 
'cherished': [31, 19] 
'sacraments': [31, 5] 
'lashed': [31, 8] 
'mishap': [31, 6] 
'geese': [31, 11] 
'supplications': [31, 8] 
'impotent': [31, 15] 
'frugal': [31, 11] 
'167': [31, 4] 
'179': [31, 6] 
'194': [31, 7] 
'199': [31, 7] 
'208': [31, 6] 
'238': [31, 5] 
'241': [31, 5] 
'242': [31, 5] 
'consecration': [31, 5] 
'326': [31, 3] 
'larvæ': [31, 2] 
'symptoms': [31, 11] 
'hallowed': [31, 8] 
'subservient': [31, 10] 
'520': [31, 3] 
'adjective': [31, 5] 
'sermon': [31, 8] 
'reproved': [31, 9] 
'claudius': [31, 7] 
'battered': [31, 8] 
'menaces': [31, 11] 
'levy': [31, 10] 
'satisfying': [31, 16] 
'errour': [31, 2] 
'dependeth': [31, 1] 
'alwaies': [31, 1] 
'commandements': [31, 1] 
'uriah': [31, 2] 
'1414': [31, 2] 
'genealogy': [31, 8] 
'beleeved': [31, 1] 
'cor': [31, 4] 
'micah': [31, 2] 
'confessions': [31, 8] 
'bud': [31, 13] 
'1818': [31, 5] 
'1116': [31, 2] 
'1712': [31, 6] 
'nunc': [31, 4] 
'ipse': [31, 5] 
'1620': [31, 5] 
'devouring': [31, 15] 
'ubi': [31, 5] 
'rudeness': [31, 10] 
'revolved': [31, 5] 
'parcel': [31, 14] 
'moorish': [31, 3] 
'incessant': [31, 12] 
'gales': [31, 8] 
'toes': [31, 9] 
'crude': [31, 9] 
'park': [31, 8] 
'1310': [31, 2] 
'herrings': [31, 2] 
'swoon': [31, 12] 
'gilded': [31, 15] 
'vest': [31, 5] 
'flushed': [31, 6] 
'johnson': [31, 5] 
'sighed': [31, 8] 
'pines': [31, 9] 
'glanced': [31, 9] 
'emigrants': [31, 3] 
'policeman': [31, 4] 
'kidneys': [31, 5] 
'sediment': [31, 2] 
'xanthus': [31, 4] 
'haemon': [31, 3] 
'fainted': [31, 6] 
'axes': [31, 8] 
'nisus': [31, 5] 
'718': [31, 1] 
'719': [31, 1] 
'720': [31, 2] 
'918': [31, 1] 
'1113': [31, 1] 
'1114': [31, 1] 
'1115': [31, 1] 
'1210': [31, 1] 
'1311': [31, 1] 
'1312': [31, 1] 
'1313': [31, 1] 
'leah': [31, 3] 
'aaron’s': [31, 1] 
'saul’s': [31, 1] 
'nets': [31, 9] 
'nebuchadrezzar': [31, 1] 
'sevn': [31, 2] 
'rolld': [31, 2] 
'embracd': [31, 2] 
'prayd': [31, 2] 
'tryd': [31, 1] 
'come”': [31, 6] 
'“et': [31, 1] 
'he’ll': [31, 7] 
'hurst': [31, 1] 
'bourgh': [31, 1] 
'wickham’s': [31, 1] 
'fitzwilliam': [31, 1] 
'stephano': [31, 2] 
'infallibility': [30, 7] 
'triumphed': [30, 17] 
'remarkably': [30, 10] 
'clerks': [30, 11] 
'shower': [30, 14] 
'sobs': [30, 10] 
'champions': [30, 14] 
'platonic': [30, 8] 
'shakespeare': [30, 16] 
'weaknesses': [30, 11] 
'preside': [30, 13] 
'attraction': [30, 16] 
'conferring': [30, 14] 
'infallibly': [30, 16] 
'ing': [30, 3] 
'isolation': [30, 12] 
'soothing': [30, 14] 
'clubs': [30, 13] 
'strains': [30, 14] 
'softer': [30, 14] 
'deluded': [30, 12] 
'frauds': [30, 8] 
'archer': [30, 8] 
'protracted': [30, 8] 
'plurality': [30, 10] 
'resembled': [30, 16] 
'accumulate': [30, 6] 
'generated': [30, 11] 
'aye': [30, 13] 
'lifetime': [30, 14] 
'tremendous': [30, 14] 
'replaced': [30, 13] 
'easiest': [30, 12] 
'fitly': [30, 9] 
'compulsory': [30, 12] 
'alleged': [30, 14] 
'contrivances': [30, 12] 
'enquiries': [30, 4] 
'theatrical': [30, 6] 
'proclamation': [30, 13] 
'impress': [30, 17] 
'menial': [30, 7] 
'fitter': [30, 15] 
'cows': [30, 11] 
'expired': [30, 8] 
'repetition': [30, 15] 
'deferred': [30, 13] 
'respectively': [30, 13] 
'excels': [30, 13] 
'louder': [30, 13] 
'corresponds': [30, 13] 
'arbiter': [30, 10] 
'rotten': [30, 17] 
'economics': [30, 3] 
'truthful': [30, 9] 
'shrill': [30, 12] 
'weighs': [30, 15] 
'contemplating': [30, 15] 
'grieves': [30, 12] 
'persist': [30, 17] 
'augments': [30, 8] 
'eyelids': [30, 13] 
'contexture': [30, 5] 
'vapour': [30, 12] 
'caius': [30, 7] 
'democritus': [30, 5] 
'smells': [30, 14] 
'folks': [30, 9] 
'chrysippus': [30, 4] 
'177': [30, 5] 
'despatched': [30, 6] 
'profligate': [30, 10] 
'corpses': [30, 8] 
'waged': [30, 8] 
'needless': [30, 13] 
'wildly': [30, 11] 
'disdained': [30, 12] 
'aristodemus': [30, 3] 
'condemning': [30, 12] 
'availed': [30, 15] 
'metellus': [30, 3] 
'flora': [30, 4] 
'incomparably': [30, 11] 
'abandoning': [30, 12] 
'overthrew': [30, 9] 
'arch': [30, 15] 
'tiber': [30, 8] 
'roasted': [30, 10] 
'surname': [30, 8] 
'ether': [30, 5] 
'slothful': [30, 11] 
'159': [30, 4] 
'asserting': [30, 14] 
'reparation': [30, 9] 
'conjugal': [30, 11] 
'simplest': [30, 15] 
'187': [30, 6] 
'repugnant': [30, 12] 
'depravity': [30, 12] 
'toleration': [30, 9] 
'fallacious': [30, 11] 
'239': [30, 5] 
'246': [30, 5] 
'anticipation': [30, 15] 
'detain': [30, 15] 
'shrunk': [30, 13] 
'partakers': [30, 6] 
'thrones': [30, 12] 
'bane': [30, 9] 
'fumes': [30, 13] 
'texts': [30, 3] 
'accommodated': [30, 7] 
'mantua': [30, 7] 
'wiped': [30, 11] 
'thrace': [30, 9] 
'dismounted': [30, 6] 
'son’s': [30, 7] 
'“perhaps': [30, 5] 
'1512': [30, 3] 
'turkish': [30, 11] 
'lowered': [30, 11] 
'code': [30, 11] 
'ranged': [30, 10] 
'levelled': [30, 11] 
'levying': [30, 8] 
'gleam': [30, 11] 
'yourself”': [30, 5] 
'leaned': [30, 10] 
'clock': [30, 15] 
'latine': [30, 2] 
'ranges': [30, 7] 
'supplant': [30, 9] 
'meer': [30, 2] 
'jure': [30, 8] 
'impertinence': [30, 11] 
'footstool': [30, 6] 
'1314': [30, 2] 
'levite': [30, 2] 
'drunkard': [30, 12] 
'scholar': [30, 11] 
'1833': [30, 3] 
'pastures': [30, 11] 
'powder': [30, 10] 
'quæ': [30, 4] 
'redoubled': [30, 11] 
'pledges': [30, 10] 
'murmurs': [30, 9] 
'thriving': [30, 4] 
'journal': [30, 8] 
'inconveniencies': [30, 3] 
'thunders': [30, 11] 
'subjective': [30, 3] 
'circular': [30, 6] 
'folds': [30, 11] 
'acre': [30, 11] 
'givest': [30, 6] 
'neque': [30, 2] 
'sibi': [30, 2] 
'mongrels': [30, 3] 
'tiny': [30, 7] 
'“take': [30, 6] 
'for”': [30, 4] 
'neleus': [30, 3] 
'charioteer': [30, 6] 
'prating': [30, 8] 
'aeacus': [30, 4] 
'bier': [30, 10] 
'818': [30, 1] 
'owl': [30, 9] 
'shaphan': [30, 1] 
'ahasuerus': [30, 1] 
'strophe': [30, 2] 
'antistrophe': [30, 2] 
'wishd': [30, 2] 
'renownd': [30, 2] 
'gaind': [30, 2] 
'“though': [30, 4] 
'think”': [30, 5] 
'trifaldi': [30, 1] 
'alforjas': [30, 1] 
'rocinante’s': [30, 1] 
'ilya': [30, 1] 
'barnardo': [30, 1] 
'oppressor': [29, 10] 
'persisted': [29, 13] 
'appellation': [29, 8] 
'revolutionary': [29, 6] 
'celebrate': [29, 16] 
'defense': [29, 7] 
'shocking': [29, 10] 
'disregarded': [29, 13] 
'execrable': [29, 10] 
'saluted': [29, 11] 
'sights': [29, 15] 
'tract': [29, 12] 
'stooped': [29, 10] 
'solved': [29, 13] 
'dialogue': [29, 13] 
'questioning': [29, 14] 
'discussions': [29, 14] 
'alliances': [29, 11] 
'bias': [29, 14] 
'prohibit': [29, 8] 
'aristocracies': [29, 6] 
'shave': [29, 6] 
'sailor': [29, 12] 
'inwards': [29, 9] 
'deduction': [29, 12] 
'oaks': [29, 11] 
'acorns': [29, 6] 
'exterior': [29, 11] 
'frankly': [29, 11] 
'gifted': [29, 14] 
'swiftness': [29, 12] 
'pours': [29, 11] 
'reverend': [29, 18] 
'disordered': [29, 10] 
'invoked': [29, 12] 
'educate': [29, 15] 
'deprives': [29, 13] 
'confirmation': [29, 18] 
'irritable': [29, 12] 
'retaining': [29, 13] 
'accusations': [29, 11] 
'deportment': [29, 8] 
'resides': [29, 16] 
'ordains': [29, 17] 
'scythians': [29, 10] 
'foresaw': [29, 13] 
'bald': [29, 11] 
'festivals': [29, 12] 
'risks': [29, 11] 
'owned': [29, 13] 
'aids': [29, 15] 
'muse': [29, 12] 
'innate': [29, 17] 
'rogue': [29, 8] 
'departments': [29, 11] 
'unquestionably': [29, 11] 
'squeezed': [29, 8] 
'slavish': [29, 16] 
'nightly': [29, 9] 
'howling': [29, 12] 
'condemns': [29, 13] 
'contributions': [29, 10] 
'despot': [29, 9] 
'inflicting': [29, 11] 
'typical': [29, 8] 
'decides': [29, 14] 
'balanced': [29, 15] 
'club': [29, 13] 
'adaptation': [29, 6] 
'limitation': [29, 12] 
'humiliation': [29, 12] 
'entertainments': [29, 10] 
'custody': [29, 9] 
'export': [29, 6] 
'relaxation': [29, 11] 
'susceptible': [29, 10] 
'lusty': [29, 14] 
'collar': [29, 12] 
'prick': [29, 11] 
'lending': [29, 9] 
'beneficent': [29, 10] 
'leaping': [29, 11] 
'sobriety': [29, 10] 
'murmuring': [29, 17] 
'clearing': [29, 16] 
'boars': [29, 9] 
'politically': [29, 4] 
'robber': [29, 15] 
'imperious': [29, 18] 
'258': [29, 5] 
'dictate': [29, 19] 
'candid': [29, 12] 
'divergence': [29, 3] 
'damnation': [29, 12] 
'sinful': [29, 13] 
'feign': [29, 10] 
'shamefully': [29, 12] 
'purification': [29, 8] 
'obscene': [29, 9] 
'worried': [29, 7] 
'exorbitant': [29, 7] 
'lamentable': [29, 13] 
'submissive': [29, 11] 
'recollected': [29, 8] 
'opulent': [29, 6] 
'avenger': [29, 15] 
'blunt': [29, 16] 
'angered': [29, 14] 
'feminine': [29, 9] 
'171': [29, 5] 
'173': [29, 4] 
'counselled': [29, 9] 
'stoic': [29, 8] 
'191': [29, 5] 
'196': [29, 6] 
'198': [29, 5] 
'203': [29, 5] 
'concealing': [29, 14] 
'207': [29, 6] 
'251': [29, 4] 
'253': [29, 5] 
'prefers': [29, 12] 
'267': [29, 5] 
'frantic': [29, 12] 
'leo': [29, 6] 
'339': [29, 5] 
'admires': [29, 10] 
'manes': [29, 9] 
'425': [29, 5] 
'sinneth': [29, 4] 
'nothingness': [29, 10] 
'522': [29, 3] 
'baptize': [29, 4] 
'maria': [29, 6] 
'1513': [29, 4] 
'narrowly': [29, 10] 
'il': [29, 8] 
'landing': [29, 9] 
'chill': [29, 13] 
'pisistratus': [29, 2] 
'appius': [29, 2] 
'comitia': [29, 2] 
'formula': [29, 7] 
'abated': [29, 11] 
'tainted': [29, 12] 
'death”': [29, 5] 
'betimes': [29, 12] 
'shoots': [29, 9] 
'augmenting': [29, 9] 
'nos': [29, 5] 
'heaven’s': [29, 8] 
'lances': [29, 7] 
'wrung': [29, 14] 
'moralists': [29, 9] 
'forme': [29, 2] 
'vertues': [29, 1] 
'exod': [29, 2] 
'forfeiture': [29, 6] 
'goe': [29, 2] 
'resigned': [29, 11] 
'921': [29, 2] 
'ezra': [29, 2] 
'1215': [29, 2] 
'geneva': [29, 8] 
'harden': [29, 10] 
'enchanter': [29, 4] 
'synagogues': [29, 2] 
'despiseth': [29, 3] 
'1415': [29, 2] 
'hemisphere': [29, 6] 
'bottles': [29, 7] 
'doublet': [29, 8] 
'brink': [29, 15] 
'algiers': [29, 3] 
'delirious': [29, 5] 
'nimble': [29, 13] 
'forge': [29, 12] 
'dash': [29, 15] 
'soften': [29, 12] 
'quivering': [29, 9] 
'haunted': [29, 12] 
'proportionable': [29, 5] 
'handkerchief': [29, 9] 
'precipice': [29, 13] 
'mounts': [29, 9] 
'pockets': [29, 7] 
'delicious': [29, 12] 
'earl': [29, 9] 
'naturalist': [29, 4] 
'kepler': [29, 3] 
'perspective': [29, 6] 
'needle': [29, 9] 
'instinctively': [29, 12] 
'pins': [29, 8] 
'employers': [29, 5] 
'1614': [29, 3] 
'collier': [29, 2] 
'1612': [29, 3] 
'1711': [29, 3] 
'journeys': [29, 7] 
'hack': [29, 9] 
'carrier': [29, 3] 
'delirium': [29, 3] 
'gale': [29, 12] 
'purposed': [29, 7] 
'z': [29, 5] 
'centralization': [29, 2] 
'bundle': [29, 8] 
'1019': [29, 2] 
'organism': [29, 6] 
'tails': [29, 9] 
'alpine': [29, 3] 
'striped': [29, 3] 
'psychological': [29, 4] 
'shrieks': [29, 9] 
'im': [29, 4] 
'chant': [29, 7] 
'nd': [29, 1] 
'euryalus': [29, 5] 
'bridal': [29, 9] 
'argive': [29, 6] 
'deck': [29, 12] 
'619': [29, 1] 
'721': [29, 1] 
'919': [29, 1] 
'1117': [29, 1] 
'brasen': [29, 1] 
'joram': [29, 1] 
'hananiah': [29, 1] 
'jeshua': [29, 1] 
'love’s': [29, 8] 
'displayd': [29, 2] 
'alypius': [29, 1] 
'much”': [29, 5] 
'about”': [29, 4] 
'mind”': [29, 5] 
'mean”': [29, 4] 
'mother”': [29, 4] 
'phillips': [29, 2] 
'maritornes': [29, 1] 
'bennet’s': [29, 1] 
'shawl': [29, 3] 
'sheet': [28, 14] 
'shocked': [28, 9] 
'concert': [28, 13] 
'proportionate': [28, 12] 
'odds': [28, 17] 
'demonstrations': [28, 11] 
'creed': [28, 10] 
'deciding': [28, 16] 
'hypocrites': [28, 8] 
